stid,region,admin,year,quarter,temp_b_adj,salinity_b_adj,pH_b_adj,DO_b_adj,COD_b_adj,NH3-N_b_adj,NO2-_b_adj,NO3-_b_adj,DIN_b_adj,TN_b_adj,DIP_b_adj,TP_b_adj,SAS_b_adj,SS_b_adj,Chla_b_adj,time_num
CK2413,South,Gosung,2017,3,10.832,-0.379,-0.012,-2.173,0.221,-8.437,0.483,-10.205,-18.146,-26.934,7.233,-2.557,153.437,-0.855,2.116,2017.500
CK2413,South,Gosung,2017,4,0.009,-0.262,-0.046,-0.869,-0.459,25.267,3.175,9.472,37.915,-57.312,7.399,-2.378,104.684,-5.903,0.026,2017.750
CK2413,South,Gosung,2018,1,-10.841,1.068,0.264,3.591,-0.359,-7.893,0.595,27.482,20.195,-62.212,6.189,-4.858,-282.196,-0.553,-1.254,2018.000
CK2413,South,Gosung,2018,2,0.909,0.348,0.074,0.111,0.721,-9.333,-3.725,-15.238,-28.295,-8.532,-7.921,-6.128,-72.666,2.197,0.196,2018.250
CK2413,South,Gosung,2018,3,11.204,-0.354,-0.211,-5.018,0.801,29.252,-2.809,-13.247,13.197,-13.073,0.664,2.634,81.790,-0.822,2.528,2018.500
CK2413,South,Gosung,2018,4,-0.084,0.066,0.049,-0.274,-0.080,17.941,4.687,17.858,40.485,-6.900,3.565,3.881,131.052,-4.301,0.126,2018.750
CK2413,South,Gosung,2019,1,-7.022,1.558,0.134,2.208,-0.219,-1.712,-3.370,-9.363,-14.444,-42.695,-3.112,-5.575,-237.208,-2.724,-0.732,2019.000
CK2413,South,Gosung,2019,2,-0.358,0.931,0.068,0.427,0.341,-9.137,0.133,0.535,-8.466,-58.404,-3.437,-3.307,22.817,0.095,-0.914,2019.250
CK2413,South,Gosung,2019,3,7.755,-0.506,-0.077,-1.578,-0.328,-4.811,-2.439,-12.331,-19.576,9.924,8.187,13.414,204.490,1.643,0.627,2019.500
CK2413,South,Gosung,2019,4,2.829,-1.185,0.010,-1.156,-0.051,13.630,8.998,18.178,40.802,55.467,5.516,7.405,80.336,-1.558,0.732,2019.750
CK2413,South,Gosung,2020,1,-8.424,0.358,0.276,2.560,0.158,-15.347,-5.048,-18.744,-39.143,-24.444,-2.638,-1.682,-286.596,-2.545,-0.495,2020.000
CK2413,South,Gosung,2020,2,0.906,0.978,-0.074,0.980,-0.782,-2.577,-5.888,-18.494,-26.963,-2.164,-5.588,-1.492,-11.466,6.205,-0.495,2020.250
CK2413,South,Gosung,2020,3,5.563,-1.457,-0.255,-1.929,0.300,-6.695,1.199,-5.046,-10.544,-77.278,2.980,-6.170,392.169,-3.899,0.146,2020.500
CK2413,South,Gosung,2020,4,1.093,-0.737,0.125,-0.679,-0.250,-10.965,6.069,12.664,7.766,58.382,9.550,8.620,195.159,-4.349,0.436,2020.750
CK2413,South,Gosung,2021,1,-9.257,0.773,0.125,2.301,-0.140,-8.965,0.149,63.454,54.636,-38.228,5.460,-3.690,-278.931,1.651,-1.184,2021.000
CK2413,South,Gosung,2021,2,1.729,0.770,0.030,-0.024,0.199,-14.351,-3.960,-8.350,-26.564,1.484,-9.724,-1.491,-160.693,9.103,1.536,2021.250
CK2413,South,Gosung,2021,3,10.663,-1.157,-0.045,-2.329,2.380,78.725,-2.841,68.144,144.026,59.902,5.770,3.160,133.399,-2.449,-0.294,2021.500
CK2413,South,Gosung,2021,4,-0.367,-0.327,0.265,0.581,0.340,-12.285,-4.021,-12.396,-28.704,-17.758,-3.280,-0.060,-171.301,21.351,0.666,2021.750
CK2413,South,Gosung,2022,1,-9.844,1.208,0.356,2.370,0.828,-10.927,-5.578,-18.344,-34.853,-68.224,-3.948,-7.532,-270.366,2.205,-1.225,2022.000
CK2413,South,Gosung,2022,2,1.466,0.456,-0.461,-0.054,-0.400,-10.999,-3.323,-12.362,-26.785,-32.200,-9.675,-5.509,47.252,-0.801,-0.574,2022.250
CK2413,South,Gosung,2022,3,5.540,0.198,-0.046,-2.585,0.820,-10.624,-2.920,-16.083,-29.627,-4.158,0.109,5.159,190.326,-1.181,-0.616,2022.500
CK2413,South,Gosung,2022,4,-0.511,0.128,-0.086,0.021,0.791,-1.623,-3.005,-12.868,-17.495,-20.992,0.149,0.932,-101.676,1.397,0.476,2022.750
CK2413,South,Gosung,2023,1,-8.671,0.938,0.204,1.591,0.161,-9.453,-3.625,-14.958,-28.035,-65.722,-2.651,-2.348,-200.906,-0.703,-0.614,2023.000
CK2413,South,Gosung,2023,2,1.129,0.518,0.014,-0.459,0.481,-4.113,-3.905,-16.498,-24.525,-77.122,-9.091,-8.978,-146.866,-2.753,0.116,2023.250
CK2413,South,Gosung,2023,3,10.115,-2.246,-0.467,-1.118,0.542,-3.361,-2.199,-13.221,-18.776,-41.846,-3.663,-3.676,-93.990,1.093,0.637,2023.500
CK2413,South,Gosung,2023,4,3.640,-0.088,-0.413,-1.090,-0.573,3.641,0.626,5.099,9.358,15.880,8.943,10.526,165.169,-10.741,1.445,2023.750
CK2413,South,Gosung,2024,1,-9.861,0.508,0.084,2.451,-0.079,-8.833,-3.405,-15.728,-27.965,-66.032,0.829,-1.078,-131.836,-4.103,-0.494,2024.000
CK2413,South,Gosung,2024,2,0.033,0.093,0.035,-0.119,-0.360,-9.595,-4.481,-13.406,-27.484,-17.898,-9.080,-5.950,-84.951,5.701,0.416,2024.250
CK2413,South,Gosung,2024,3,5.199,0.348,-0.166,-1.549,0.121,-4.203,-3.935,-13.958,-22.085,-47.112,7.029,7.972,508.644,-4.703,-0.104,2024.500
CK2413,South,Gosung,2024,4,2.673,-1.027,-0.115,0.021,-0.720,-0.045,1.779,-2.916,-1.194,-16.238,-0.610,-0.840,-55.741,-0.499,0.486,2024.750
CK2414,South,Gosung,2014,1,-9.982,0.736,0.047,2.660,-0.583,-15.990,-5.908,-21.303,-43.198,-54.582,-2.224,-5.064,-315.223,13.697,-0.665,2014.000
CK2414,South,Gosung,2014,2,2.961,0.588,-0.043,-1.541,-0.100,-4.363,-7.694,-27.925,-39.982,1.476,-7.151,-1.644,97.995,9.475,0.152,2014.250
CK2414,South,Gosung,2014,3,7.089,-0.659,-0.184,-4.317,-0.015,28.044,21.945,26.757,76.750,132.730,10.188,8.560,694.417,0.410,-1.246,2014.500
CK2414,South,Gosung,2014,4,1.008,-0.687,-0.048,-0.627,-0.761,-7.345,49.841,46.915,89.313,224.924,8.639,8.648,287.104,-5.739,0.396,2014.750
CK2414,South,Gosung,2015,1,-7.954,0.437,0.103,2.192,-0.673,-13.825,-6.668,66.930,46.440,27.312,-4.158,-2.075,-308.823,0.865,2.080,2015.000
CK2414,South,Gosung,2015,2,1.378,0.013,0.072,-1.007,-0.091,9.255,-4.559,-13.385,-8.587,65.924,-8.361,-0.452,11.504,-0.439,2.056,2015.250
CK2414,South,Gosung,2015,3,3.789,-0.359,-0.044,0.773,-0.065,-11.756,-6.455,-19.543,-37.750,-9.970,-5.212,-7.040,-30.683,-5.690,0.924,2015.500
CK2414,South,Gosung,2015,4,1.568,-0.897,-0.068,-0.897,-0.751,41.155,10.641,44.415,96.213,230.924,12.839,6.948,299.404,-0.639,-0.874,2015.750
CK2414,South,Gosung,2016,1,-8.354,-0.113,0.333,2.342,0.047,-3.225,-6.468,-10.170,-19.860,113.212,-1.158,0.325,-230.023,0.365,-0.420,2016.000
CK2414,South,Gosung,2016,2,-1.130,0.179,0.011,-0.446,-1.059,2.634,-4.150,-12.500,-14.113,-5.964,-5.863,-2.029,-38.569,-2.142,-0.058,2016.250
CK2414,South,Gosung,2016,3,7.548,0.033,-0.038,-1.067,-0.401,-9.345,-6.459,-23.285,-39.087,1.224,-5.261,-0.252,-168.196,-1.439,-0.564,2016.500
CK2414,South,Gosung,2016,4,2.507,-1.075,-0.042,-1.008,-0.587,11.865,31.037,26.773,69.676,62.718,5.590,5.837,143.890,0.213,-1.032,2016.750
CK2414,South,Gosung,2017,1,-8.454,0.067,0.053,2.662,0.367,-5.425,-5.968,-24.130,-35.520,-53.498,1.172,-2.455,-301.493,-3.735,-1.240,2017.000
CK2414,South,Gosung,2017,2,-0.631,0.851,0.046,0.093,0.135,-17.436,-6.395,-20.773,-44.600,-60.270,-6.722,-7.240,17.547,-3.040,0.884,2017.250
CK2414,South,Gosung,2017,3,8.497,-0.245,-0.032,-2.298,1.163,-15.415,-3.203,-20.517,-39.134,-26.982,5.980,-1.703,164.150,-2.637,1.148,2017.500
CK2414,South,Gosung,2017,4,1.098,-0.507,-0.068,-1.607,-0.601,25.835,1.661,6.005,33.513,-11.556,5.429,3.168,126.774,-5.089,-0.794,2017.750
CK2414,South,Gosung,2018,1,-8.092,1.133,0.272,3.763,0.239,-14.995,-0.699,-14.195,-29.887,-113.316,4.409,-4.582,-275.976,2.511,-1.214,2018.000
CK2414,South,Gosung,2018,2,-0.212,0.423,0.072,-0.187,0.589,-4.965,-6.229,-18.995,-30.187,-38.246,-8.711,-4.992,-29.776,15.961,-0.124,2018.250
CK2414,South,Gosung,2018,3,3.454,-0.091,0.051,-1.799,-0.188,-0.835,0.775,-0.696,-0.748,56.701,-0.096,-0.215,50.885,-1.756,-0.013,2018.500
CK2414,South,Gosung,2018,4,0.849,0.071,0.036,-0.577,0.155,31.764,4.775,24.687,61.230,10.040,7.078,5.960,65.567,-4.820,-0.876,2018.750
CK2414,South,Gosung,2019,1,-4.133,1.285,0.108,1.232,-0.377,-6.065,-3.643,27.513,17.796,-10.002,-1.120,-0.933,-117.360,-3.837,1.188,2019.000
CK2414,South,Gosung,2019,2,-1.053,0.535,0.158,1.232,0.583,-15.825,-6.443,-19.807,-42.084,-66.152,-6.730,-7.193,-143.090,0.113,-1.002,2019.250
CK2414,South,Gosung,2019,3,8.197,-0.615,0.028,-1.078,-0.357,-6.615,-5.663,-19.067,-31.344,13.478,4.180,6.077,-8.550,-1.237,0.198,2019.500
CK2414,South,Gosung,2019,4,3.541,-0.523,0.065,-1.115,-0.223,-10.636,6.824,-6.118,-9.926,-6.608,-1.594,1.413,-164.285,-2.294,1.960,2019.750
CK2414,South,Gosung,2020,1,-5.890,0.769,0.161,2.294,0.121,-1.766,-1.460,30.970,27.747,-20.454,4.597,5.191,-42.929,-1.742,0.332,2020.000
CK2414,South,Gosung,2020,2,-2.026,0.759,-0.077,2.337,0.191,-19.227,-6.028,-16.728,-41.979,-2.954,-6.419,0.379,-91.671,8.999,0.372,2020.250
CK2414,South,Gosung,2020,3,2.701,-0.613,-0.315,-2.135,0.277,27.864,3.354,-9.168,22.044,-90.848,2.646,3.213,441.165,-4.294,-0.520,2020.500
CK2414,South,Gosung,2020,4,1.431,-0.873,0.095,-0.435,-0.383,-15.586,4.614,14.912,3.944,46.842,5.626,4.353,93.065,-3.594,-0.270,2020.750
CK2414,South,Gosung,2021,1,-9.319,0.637,0.095,2.855,-0.303,-11.126,-4.296,-6.538,-21.956,-84.678,-3.984,-10.247,-284.295,-4.374,-0.640,2021.000
CK2414,South,Gosung,2021,2,0.301,0.607,-0.135,-0.235,-0.023,-8.176,-4.346,-9.058,-21.576,3.042,-5.614,-1.217,-69.755,-4.394,1.500,2021.250
CK2414,South,Gosung,2021,3,8.311,-1.103,-0.225,-2.225,1.817,111.024,-2.246,56.542,165.324,47.972,9.286,10.213,348.365,-5.244,-0.230,2021.500
CK2414,South,Gosung,2021,4,0.651,-0.153,0.225,0.675,0.247,-17.486,-5.466,-14.308,-37.256,-34.848,-2.804,-7.457,-211.635,19.206,-0.350,2021.750
CK2414,South,Gosung,2022,1,-10.778,0.833,0.254,3.526,0.139,-17.897,-5.937,-18.973,-42.802,-67.146,-2.417,-4.694,-245.528,3.603,-0.744,2022.000
CK2414,South,Gosung,2022,2,-1.761,0.231,-0.164,-0.237,-0.625,-12.656,-4.955,-16.043,-33.750,-26.370,-7.112,-1.240,-6.683,-3.090,-0.546,2022.250
CK2414,South,Gosung,2022,3,4.808,0.093,-0.138,-3.567,0.589,-5.545,9.641,24.415,28.613,21.724,8.639,9.348,346.004,0.061,-0.904,2022.500
CK2414,South,Gosung,2022,4,0.479,-0.029,-0.044,0.113,0.945,-6.256,-5.555,-15.043,-26.850,-31.070,1.188,0.960,-161.283,-1.390,-0.116,2022.750
CK2414,South,Gosung,2023,1,-7.151,0.861,0.176,1.813,0.025,-11.606,-4.345,3.977,-11.980,-51.960,0.348,-2.070,-138.473,0.310,-0.226,2023.000
CK2414,South,Gosung,2023,2,0.597,0.355,-0.032,-1.288,0.333,16.755,-2.473,-13.237,1.036,-52.532,-5.950,-8.933,-69.200,0.263,0.768,2023.250
CK2414,South,Gosung,2023,3,11.547,-2.275,-0.232,-2.048,0.363,9.005,-5.383,-19.347,-15.714,-10.192,-3.040,-1.243,15.500,-1.187,-0.312,2023.500
CK2414,South,Gosung,2023,4,3.019,-0.129,-0.294,-0.237,-0.245,-1.156,3.705,18.887,21.440,-23.470,3.418,1.220,69.517,-8.990,-0.246,2023.750
CK2414,South,Gosung,2024,1,-8.551,0.451,0.046,2.203,-0.335,-8.456,-3.185,19.867,8.230,-49.240,5.368,0.070,22.917,-5.540,0.164,2024.000
CK2414,South,Gosung,2024,2,-0.669,0.077,-0.085,0.235,1.107,-9.216,-5.466,-16.308,-30.986,-20.668,-7.954,-2.117,-129.225,13.006,0.480,2024.250
CK2414,South,Gosung,2024,3,5.959,-0.009,-0.084,-0.917,0.205,-8.456,-4.955,-14.893,-28.300,-31.000,2.058,3.820,337.667,-1.890,0.464,2024.500
CK2414,South,Gosung,2024,4,2.851,-1.063,-0.115,-0.105,-0.883,3.474,3.884,2.482,9.844,-5.668,0.976,1.383,-50.715,1.206,0.160,2024.750
CK2415,South,Tongyoung,2014,1,-6.099,0.625,0.160,2.499,-0.103,-10.001,-6.884,-41.106,-57.997,4.358,-8.637,1.459,-330.838,-3.443,6.074,2014.000
CK2415,South,Tongyoung,2014,2,0.685,0.583,0.042,-0.002,-0.517,-2.846,-4.289,-36.358,-43.400,81.793,-4.626,8.797,-62.697,-3.546,-0.269,2014.250
CK2415,South,Tongyoung,2014,3,3.512,-0.349,0.064,-2.463,0.043,-12.058,5.505,34.472,27.919,50.165,-0.354,-0.484,306.372,-6.696,-1.109,2014.500
CK2415,South,Tongyoung,2014,4,5.467,-0.555,-0.050,-0.706,-0.377,-9.610,20.241,-16.026,-5.403,78.349,-3.852,-2.111,5.330,11.919,-0.804,2014.750
CK2415,South,Tongyoung,2015,1,-5.953,0.275,0.090,2.964,0.093,-7.910,-7.059,-38.026,-52.903,28.249,-7.252,-2.111,-321.870,-3.681,4.696,2015.000
CK2415,South,Tongyoung,2015,2,-2.509,-0.155,0.170,0.123,-0.582,20.924,-3.460,-21.644,-4.179,75.786,-8.991,-7.630,-98.042,12.972,-0.041,2015.250
CK2415,South,Tongyoung,2015,3,1.844,-0.155,-0.070,-0.926,-0.829,-10.893,-4.010,51.215,36.309,47.168,3.178,-5.271,145.794,-3.005,0.492,2015.500
CK2415,South,Tongyoung,2015,4,1.868,-0.885,0.000,-1.391,-0.586,10.815,7.365,32.335,50.415,195.877,5.094,-0.100,140.126,-4.666,-1.369,2015.750
CK2415,South,Tongyoung,2016,1,-4.696,0.115,0.150,2.269,0.030,-1.418,-4.233,26.753,21.091,138.140,-0.368,0.118,-87.702,-3.320,0.888,2016.000
CK2415,South,Tongyoung,2016,2,-0.646,0.185,-0.090,-1.126,-0.639,23.707,3.890,-15.485,12.109,3.368,-6.522,-0.371,81.794,15.395,-0.248,2016.250
CK2415,South,Tongyoung,2016,3,3.518,-0.115,-0.080,-2.841,-0.316,5.815,7.565,-4.265,9.115,-15.823,2.794,5.000,146.226,-6.766,-0.139,2016.500
CK2415,South,Tongyoung,2016,4,2.798,-0.745,-0.010,-0.191,-0.366,-3.685,17.365,13.335,27.015,9.277,-2.606,-3.700,-20.674,-7.166,-1.529,2016.750
CK2415,South,Tongyoung,2017,1,-6.892,0.225,0.110,2.869,0.054,-4.625,-6.165,-40.205,-50.995,-19.193,-1.566,5.710,-324.484,-4.916,0.321,2017.000
CK2415,South,Tongyoung,2017,2,-0.676,0.545,0.070,0.404,0.271,-12.623,-4.340,-26.225,-43.201,-88.932,-6.312,-10.371,-123.796,-4.605,-0.618,2017.250
CK2415,South,Tongyoung,2017,3,7.051,-0.495,0.000,-1.797,0.188,-13.406,10.240,-29.094,-32.259,7.566,2.889,-3.110,150.658,-7.878,-0.861,2017.500
CK2415,South,Tongyoung,2017,4,3.681,-0.415,-0.010,-1.141,-0.633,-0.911,8.426,-16.876,-9.357,-97.662,1.313,-9.521,-29.528,-3.743,-1.116,2017.750
CK2415,South,Tongyoung,2018,1,-7.436,0.755,0.230,3.574,0.031,-3.233,-7.490,-40.355,-51.081,-20.242,1.868,3.499,-256.876,-3.355,0.072,2018.000
CK2415,South,Tongyoung,2018,2,0.611,0.305,0.090,0.419,0.817,1.799,-4.994,-19.676,-22.877,-35.112,-9.347,-7.061,-146.178,-2.943,-0.006,2018.250
CK2415,South,Tongyoung,2018,3,7.617,-0.535,-0.210,-5.456,-0.247,23.780,8.841,-29.326,3.287,-50.011,10.048,4.769,555.570,4.149,-1.334,2018.500
CK2415,South,Tongyoung,2018,4,0.625,0.035,0.190,1.688,-0.398,-1.148,-0.676,-11.834,-13.644,-61.744,-4.056,-3.379,-176.340,-9.890,0.287,2018.750
CK2415,South,Tongyoung,2019,1,-5.219,0.545,0.180,2.619,0.297,-8.261,-6.044,-33.046,-47.357,-54.932,-5.317,-2.441,-249.248,-2.443,-0.946,2019.000
CK2415,South,Tongyoung,2019,2,-3.879,0.255,0.060,1.243,-0.062,6.824,-2.460,-22.594,-18.229,44.346,-1.821,7.710,-133.852,-1.178,1.589,2019.250
CK2415,South,Tongyoung,2019,3,2.768,-0.235,-0.110,-2.171,0.454,9.245,4.865,34.305,48.415,72.417,15.174,16.160,296.046,-1.966,-0.069,2019.500
CK2415,South,Tongyoung,2019,4,1.571,-0.365,0.130,0.583,-0.292,-6.676,-3.160,-4.044,-13.879,-23.504,-3.341,-1.250,-168.062,-9.028,0.129,2019.750
CK2415,South,Tongyoung,2020,1,-1.513,0.365,-0.129,-0.431,-0.148,-7.275,2.197,63.562,58.460,12.301,8.022,7.357,178.094,19.804,-0.829,2020.000
CK2415,South,Tongyoung,2020,2,-3.392,0.495,0.190,2.343,-0.194,9.600,-7.771,-44.483,-42.648,-55.695,-6.910,-3.049,-174.708,1.699,0.025,2020.250
CK2415,South,Tongyoung,2020,3,0.221,0.215,-0.540,-1.897,0.158,-11.626,-2.850,126.826,112.351,64.436,16.929,18.370,364.938,-2.228,-0.421,2020.500
CK2415,South,Tongyoung,2020,4,1.771,-0.775,0.160,0.043,-0.082,-14.766,-1.170,-3.484,-19.419,-39.324,-2.751,-3.760,-96.662,-6.748,0.829,2020.750
CK2415,South,Tongyoung,2021,1,-7.609,0.585,0.140,3.243,0.478,-14.746,-5.650,-17.614,-38.009,-41.254,-3.801,1.510,-257.522,-0.428,2.209,2021.000
CK2415,South,Tongyoung,2021,2,-1.209,0.595,-0.100,-0.457,-0.132,29.024,4.040,-13.244,19.821,32.186,1.109,4.070,131.058,2.472,-0.651,2021.250
CK2415,South,Tongyoung,2021,3,1.618,0.075,-0.820,-2.467,1.666,2.740,2.889,80.797,86.432,88.085,14.480,5.071,508.162,7.699,-0.955,2021.500
CK2415,South,Tongyoung,2021,4,0.998,-0.015,0.280,0.953,-0.434,-2.800,-2.051,-39.273,-44.118,-77.975,-7.530,-8.939,-146.398,40.749,0.095,2021.750
CK2415,South,Tongyoung,2022,1,-7.366,0.495,0.230,3.254,1.551,-4.893,-7.610,-43.985,-56.491,-90.932,-8.622,-3.471,-341.906,4.595,1.472,2022.000
CK2415,South,Tongyoung,2022,2,0.350,-0.125,-0.249,-0.206,0.646,12.674,-1.408,-11.667,-0.414,-0.870,-4.083,0.848,-18.034,2.642,-1.541,2022.250
CK2415,South,Tongyoung,2022,3,1.571,0.005,-0.270,-2.237,0.298,-11.476,-1.160,67.856,55.221,21.286,9.309,4.170,184.358,-5.728,-0.851,2022.500
CK2415,South,Tongyoung,2022,4,4.157,-0.065,-0.060,-0.526,0.863,-2.810,-4.359,-29.426,-36.603,-41.051,-3.652,-3.511,-133.770,-4.881,1.616,2022.750
CK2415,South,Tongyoung,2023,1,-5.943,0.315,0.080,1.894,0.153,-3.330,-4.759,-8.486,-16.573,-45.641,-0.512,-2.421,-73.030,6.519,-1.164,2023.000
CK2415,South,Tongyoung,2023,2,-0.206,0.285,0.010,0.284,0.121,16.867,-2.150,-30.415,-15.691,-47.312,-4.022,-6.951,-96.826,-1.955,0.352,2023.250
CK2415,South,Tongyoung,2023,3,11.307,-1.865,0.120,-1.656,0.273,16.010,-2.969,-28.226,-15.183,-41.351,-2.612,-8.281,213.330,-1.981,-1.004,2023.500
CK2415,South,Tongyoung,2023,4,1.664,0.175,0.090,-1.536,-0.279,-3.683,1.380,71.595,69.289,12.548,9.968,10.409,198.204,-9.505,-1.138,2023.750
CK2415,South,Tongyoung,2024,1,-4.703,0.275,-0.060,1.544,-0.097,-5.220,-0.149,64.124,58.747,-56.631,7.828,-3.661,147.750,-4.331,-0.824,2024.000
CK2415,South,Tongyoung,2024,2,0.664,0.235,0.100,0.194,-0.329,10.107,-5.380,-35.385,-30.661,-71.512,-5.292,-8.011,-150.646,5.595,-1.098,2024.250
CK2415,South,Tongyoung,2024,3,2.697,0.155,-0.210,-3.206,-0.297,-5.620,2.001,102.204,98.577,42.269,16.018,11.089,337.960,0.519,-0.844,2024.500
CK2415,South,Tongyoung,2024,4,5.314,-0.865,-0.080,-0.176,-0.549,-2.383,7.890,-17.505,-12.001,-33.272,-1.262,-5.151,-72.076,-4.705,0.632,2024.750
CK2416,South,Tongyoung,2014,1,-7.173,0.792,0.146,2.624,-0.495,-9.384,-5.873,-26.744,-42.007,33.123,-3.520,4.672,-190.472,-5.566,6.152,2014.000
CK2416,South,Tongyoung,2014,2,0.022,0.505,0.039,0.247,0.109,-5.651,-3.795,-28.756,-38.219,69.224,-2.375,11.466,13.558,2.850,1.150,2014.250
CK2416,South,Tongyoung,2014,3,6.114,-0.414,-0.186,-3.082,-0.093,33.500,20.638,9.861,63.999,127.822,6.158,6.725,594.513,0.976,-0.246,2014.500
CK2416,South,Tongyoung,2014,4,3.141,-0.740,-0.017,-0.668,-0.930,-2.716,37.450,1.167,35.905,154.422,0.635,7.478,111.498,2.817,-0.215,2014.750
CK2416,South,Tongyoung,2015,1,-6.373,0.562,0.016,1.994,-0.835,-4.384,-1.173,48.656,43.093,102.623,3.480,3.372,17.028,7.934,-0.048,2015.000
CK2416,South,Tongyoung,2015,2,-0.253,-0.048,0.076,-0.386,0.315,6.116,-5.073,-26.744,-25.707,20.423,-9.420,-7.828,-57.372,-2.366,-0.508,2015.250
CK2416,South,Tongyoung,2015,3,2.554,-0.344,-0.116,-2.132,-0.563,-8.400,7.638,21.561,20.899,53.122,5.558,0.625,350.413,-1.924,0.714,2015.500
CK2416,South,Tongyoung,2015,4,1.811,-0.870,-0.017,-1.008,-0.890,23.984,9.750,22.567,56.405,185.522,7.135,3.578,224.298,0.617,-1.375,2015.750
CK2416,South,Tongyoung,2016,1,-6.510,0.279,0.238,2.081,0.022,1.133,-2.184,60.650,59.587,163.224,7.003,2.019,78.743,5.092,-1.029,2016.000
CK2416,South,Tongyoung,2016,2,-1.226,0.076,-0.016,-0.002,0.347,-4.500,-3.962,-28.839,-37.301,-67.578,-6.342,-9.275,-164.787,1.476,-0.216,2016.250
CK2416,South,Tongyoung,2016,3,5.287,0.002,0.006,-0.376,0.035,-4.284,-6.473,-38.744,-49.407,-44.777,-7.020,3.072,-235.472,-0.466,0.332,2016.500
CK2416,South,Tongyoung,2016,4,1.934,-1.264,-0.096,-1.162,-0.473,1.700,16.938,55.161,73.799,75.622,6.158,8.325,222.213,-2.524,-1.486,2016.750
CK2416,South,Tongyoung,2017,1,-8.189,0.170,0.083,3.202,-0.090,-3.026,-10.070,-46.623,-59.715,-50.368,-3.425,-3.332,-349.862,-5.083,-0.915,2017.000
CK2416,South,Tongyoung,2017,2,-1.010,0.519,0.048,0.451,-0.158,-10.227,-5.724,-31.600,-47.563,-143.376,-6.027,-13.081,-82.487,-0.308,-0.529,2017.250
CK2416,South,Tongyoung,2017,3,5.887,-0.278,-0.084,-2.626,0.385,-10.374,9.427,-23.484,-24.427,-2.457,4.460,1.112,194.328,8.184,-0.828,2017.500
CK2416,South,Tongyoung,2017,4,1.214,-0.644,-0.026,-1.352,-0.853,27.500,1.908,-11.679,17.719,-88.478,0.748,-8.765,67.473,-5.924,-1.276,2017.750
CK2416,South,Tongyoung,2018,1,-7.003,0.922,0.166,2.684,-0.185,-1.914,-7.453,17.706,8.333,-37.617,5.050,-0.748,-114.062,-3.316,-0.188,2018.000
CK2416,South,Tongyoung,2018,2,-0.593,0.172,0.086,0.414,0.695,2.046,-7.563,-36.654,-42.177,-65.647,-11.010,-6.448,-74.082,8.334,-0.628,2018.250
CK2416,South,Tongyoung,2018,3,6.752,-0.575,-0.061,-4.623,0.149,5.729,3.405,-2.556,6.561,-98.476,2.325,-7.674,161.998,3.500,-1.030,2018.500
CK2416,South,Tongyoung,2018,4,1.230,0.059,-0.022,0.341,-0.178,-0.327,8.026,30.280,37.967,-16.766,4.633,7.029,80.663,-1.838,0.011,2018.750
CK2416,South,Tongyoung,2019,1,-4.280,0.859,0.068,1.261,0.452,5.713,-0.304,59.590,64.987,43.214,2.653,-0.971,-68.347,-2.708,-0.839,2019.000
CK2416,South,Tongyoung,2019,2,-1.999,0.740,0.093,1.592,-0.340,-10.136,-10.670,-47.043,-67.855,-56.198,-9.535,-7.302,-254.212,-4.733,-0.395,2019.250
CK2416,South,Tongyoung,2019,3,6.637,-0.748,0.076,-0.076,0.005,-6.544,-4.193,-24.684,-35.427,-24.717,-0.350,-2.168,-86.012,-2.766,-0.478,2019.500
CK2416,South,Tongyoung,2019,4,3.896,-0.273,0.019,-0.181,-0.874,-5.889,11.082,-8.921,-3.714,12.021,-3.090,0.074,-74.772,-3.699,1.258,2019.750
CK2416,South,Tongyoung,2020,1,-5.979,0.480,0.153,2.782,0.090,-6.636,-6.710,-14.913,-28.265,-44.208,-3.985,-0.602,-203.252,-1.583,0.015,2020.000
CK2416,South,Tongyoung,2020,2,-0.674,0.737,0.149,1.719,-0.914,-11.439,-13.678,-55.801,-80.904,-67.139,-12.520,-9.576,-307.592,-2.849,0.678,2020.250
CK2416,South,Tongyoung,2020,3,1.656,0.137,-0.501,-2.411,-0.714,-9.949,-3.228,84.539,71.376,39.781,12.190,12.784,432.478,-0.699,0.838,2020.500
CK2416,South,Tongyoung,2020,4,2.221,-0.550,0.013,-1.058,-0.390,-7.016,3.050,35.947,31.985,12.622,5.345,5.598,104.298,-0.683,0.215,2020.750
CK2416,South,Tongyoung,2021,1,-6.449,0.830,0.013,2.272,-0.390,-11.136,-10.130,-37.133,-58.385,-47.078,-3.115,-2.652,-345.302,-6.043,0.755,2021.000
CK2416,South,Tongyoung,2021,2,0.157,0.472,0.116,0.044,-0.075,-1.284,-4.573,-13.944,-19.907,36.023,-7.320,-2.028,-143.372,7.034,-0.208,2021.250
CK2416,South,Tongyoung,2021,3,7.276,-0.813,-0.181,-2.351,1.286,43.451,-5.528,-22.021,15.916,-43.189,0.500,-3.996,177.088,2.551,-1.052,2021.500
CK2416,South,Tongyoung,2021,4,1.356,0.247,0.149,-0.771,4.406,-7.309,-1.808,33.229,24.126,9.521,4.660,1.624,71.608,15.101,0.398,2021.750
CK2416,South,Tongyoung,2022,1,-8.094,0.827,0.319,2.569,0.306,-4.849,-12.328,-41.121,-58.384,-74.779,-6.310,-6.616,-252.932,2.901,-0.062,2022.000
