stid,region,admin,variable,n,start_year,end_year,intercept,slope,p_value,r^2
CK2422,South,Tongyoung,TN_b_adj,44.000,2014.000,2024.000,19923.877,-9.866,0.007,0.159
CK2422,South,Tongyoung,TP_b_adj,44.000,2014.000,2024.000,807.843,-0.400,0.220,0.036
CK2422,South,Tongyoung,pH_b_adj,44.000,2014.000,2024.000,14.397,-0.007,0.307,0.025
CK2422,South,Tongyoung,salinity_b_adj,44.000,2014.000,2024.000,43.407,-0.021,0.511,0.010
CK2422,South,Tongyoung,temp_b_adj,44.000,2014.000,2024.000,-406.588,0.201,0.411,0.016
CK2423,South,Tongyoung,COD_b_adj,44.000,2014.000,2024.000,-55.171,0.027,0.211,0.037
CK2423,South,Tongyoung,Chla_b_adj,44.000,2014.000,2024.000,179.153,-0.089,0.339,0.022
CK2423,South,Tongyoung,DIN_b_adj,44.000,2014.000,2024.000,-2434.268,1.205,0.779,0.002
CK2423,South,Tongyoung,DIP_b_adj,44.000,2014.000,2024.000,-361.982,0.179,0.728,0.003
CK2423,South,Tongyoung,DO_b_adj,44.000,2014.000,2024.000,216.749,-0.107,0.256,0.031
CK2423,South,Tongyoung,NH3-N_b_adj,44.000,2014.000,2024.000,-1077.132,0.533,0.709,0.003
CK2423,South,Tongyoung,NO2-_b_adj,44.000,2014.000,2024.000,613.342,-0.304,0.464,0.013
CK2423,South,Tongyoung,NO3-_b_adj,44.000,2014.000,2024.000,-1970.544,0.976,0.745,0.003
CK2423,South,Tongyoung,SAS_b_adj,44.000,2014.000,2024.000,5304.570,-2.627,0.837,0.001
CK2423,South,Tongyoung,SS_b_adj,44.000,2014.000,2024.000,693.504,-0.343,0.108,0.060
CK2423,South,Tongyoung,TN_b_adj,44.000,2014.000,2024.000,22896.199,-11.338,0.029,0.108
CK2423,South,Tongyoung,TP_b_adj,44.000,2014.000,2024.000,-180.114,0.089,0.873,0.001
CK2423,South,Tongyoung,pH_b_adj,44.000,2014.000,2024.000,42.048,-0.021,0.029,0.109
CK2423,South,Tongyoung,salinity_b_adj,44.000,2014.000,2024.000,-4.171,0.002,0.958,0.000
CK2423,South,Tongyoung,temp_b_adj,44.000,2014.000,2024.000,-124.354,0.062,0.825,0.001
CK2424,South,Tongyoung,COD_b_adj,44.000,2014.000,2024.000,-77.886,0.039,0.055,0.085
CK2424,South,Tongyoung,Chla_b_adj,44.000,2014.000,2024.000,51.185,-0.025,0.534,0.009
CK2424,South,Tongyoung,DIN_b_adj,44.000,2014.000,2024.000,-1829.638,0.906,0.712,0.003
CK2424,South,Tongyoung,DIP_b_adj,44.000,2014.000,2024.000,-778.776,0.386,0.240,0.033
CK2424,South,Tongyoung,DO_b_adj,44.000,2014.000,2024.000,126.094,-0.062,0.414,0.016
CK2424,South,Tongyoung,NH3-N_b_adj,44.000,2014.000,2024.000,54.048,-0.027,0.985,0.000
CK2424,South,Tongyoung,NO2-_b_adj,44.000,2014.000,2024.000,-115.557,0.057,0.869,0.001
CK2424,South,Tongyoung,NO3-_b_adj,44.000,2014.000,2024.000,-1766.911,0.875,0.514,0.010
CK2424,South,Tongyoung,SAS_b_adj,44.000,2014.000,2024.000,-8376.862,4.148,0.700,0.004
CK2424,South,Tongyoung,SS_b_adj,44.000,2014.000,2024.000,923.968,-0.458,0.110,0.060
CK2424,South,Tongyoung,TN_b_adj,44.000,2014.000,2024.000,13681.182,-6.775,0.055,0.085
CK2424,South,Tongyoung,TP_b_adj,44.000,2014.000,2024.000,-79.508,0.039,0.900,0.000
CK2424,South,Tongyoung,pH_b_adj,44.000,2014.000,2024.000,19.059,-0.009,0.186,0.041
CK2424,South,Tongyoung,salinity_b_adj,44.000,2014.000,2024.000,23.077,-0.011,0.783,0.002
CK2424,South,Tongyoung,temp_b_adj,44.000,2014.000,2024.000,-278.577,0.138,0.607,0.006
CK2425,South,Geoje,COD_b_adj,44.000,2014.000,2024.000,-80.680,0.040,0.212,0.037
CK2425,South,Geoje,Chla_b_adj,44.000,2014.000,2024.000,97.243,-0.048,0.641,0.005
CK2425,South,Geoje,DIN_b_adj,44.000,2014.000,2024.000,-3220.829,1.595,0.555,0.008
CK2425,South,Geoje,DIP_b_adj,44.000,2014.000,2024.000,-1026.640,0.508,0.302,0.025
CK2425,South,Geoje,DO_b_adj,44.000,2014.000,2024.000,4.674,-0.002,0.980,0.000
CK2425,South,Geoje,NH3-N_b_adj,44.000,2014.000,2024.000,-2089.940,1.035,0.579,0.007
CK2425,South,Geoje,NO2-_b_adj,44.000,2014.000,2024.000,-290.225,0.144,0.593,0.007
CK2425,South,Geoje,NO3-_b_adj,44.000,2014.000,2024.000,-837.131,0.415,0.726,0.003
CK2425,South,Geoje,SAS_b_adj,44.000,2014.000,2024.000,10543.068,-5.221,0.627,0.006
CK2425,South,Geoje,SS_b_adj,44.000,2014.000,2024.000,-172.017,0.085,0.738,0.003
CK2425,South,Geoje,TN_b_adj,44.000,2014.000,2024.000,6640.621,-3.288,0.369,0.019
CK2425,South,Geoje,TP_b_adj,44.000,2014.000,2024.000,-1311.273,0.649,0.275,0.028
CK2425,South,Geoje,pH_b_adj,44.000,2014.000,2024.000,32.281,-0.016,0.094,0.065
CK2425,South,Geoje,salinity_b_adj,44.000,2014.000,2024.000,21.239,-0.011,0.796,0.002
CK2425,South,Geoje,temp_b_adj,44.000,2014.000,2024.000,-420.270,0.208,0.418,0.016
CK2426,South,Geoje,COD_b_adj,44.000,2014.000,2024.000,-55.341,0.027,0.244,0.032
CK2426,South,Geoje,Chla_b_adj,44.000,2014.000,2024.000,255.056,-0.126,0.092,0.066
CK2426,South,Geoje,DIN_b_adj,44.000,2014.000,2024.000,-4912.472,2.433,0.392,0.017
CK2426,South,Geoje,DIP_b_adj,44.000,2014.000,2024.000,-903.673,0.448,0.291,0.027
CK2426,South,Geoje,DO_b_adj,44.000,2014.000,2024.000,147.137,-0.073,0.330,0.023
CK2426,South,Geoje,NH3-N_b_adj,44.000,2014.000,2024.000,-2100.768,1.040,0.421,0.015
CK2426,South,Geoje,NO2-_b_adj,44.000,2014.000,2024.000,-3.216,0.002,0.996,0.000
CK2426,South,Geoje,NO3-_b_adj,44.000,2014.000,2024.000,-2805.592,1.389,0.457,0.013
CK2426,South,Geoje,SAS_b_adj,44.000,2014.000,2024.000,-4622.181,2.289,0.793,0.002
CK2426,South,Geoje,SS_b_adj,44.000,2014.000,2024.000,-332.101,0.164,0.604,0.006
CK2426,South,Geoje,TN_b_adj,44.000,2014.000,2024.000,13026.483,-6.451,0.122,0.056
CK2426,South,Geoje,TP_b_adj,44.000,2014.000,2024.000,-905.488,0.448,0.267,0.029
CK2426,South,Geoje,pH_b_adj,44.000,2014.000,2024.000,20.648,-0.010,0.220,0.036
CK2426,South,Geoje,salinity_b_adj,44.000,2014.000,2024.000,87.476,-0.043,0.273,0.028
CK2426,South,Geoje,temp_b_adj,44.000,2014.000,2024.000,-360.761,0.179,0.452,0.014
CK2429,South,Geoje,COD_b_adj,44.000,2014.000,2024.000,-80.512,0.040,0.111,0.059
CK2429,South,Geoje,Chla_b_adj,44.000,2014.000,2024.000,-34.712,0.017,0.806,0.001
CK2429,South,Geoje,DIN_b_adj,44.000,2014.000,2024.000,-4234.997,2.097,0.422,0.015
CK2429,South,Geoje,DIP_b_adj,44.000,2014.000,2024.000,-903.833,0.448,0.245,0.032
CK2429,South,Geoje,DO_b_adj,44.000,2014.000,2024.000,133.153,-0.066,0.410,0.016
CK2429,South,Geoje,NH3-N_b_adj,44.000,2014.000,2024.000,-1483.309,0.735,0.066,0.078
CK2429,South,Geoje,NO2-_b_adj,44.000,2014.000,2024.000,360.543,-0.179,0.434,0.015
CK2429,South,Geoje,NO3-_b_adj,44.000,2014.000,2024.000,-3114.913,1.543,0.525,0.010
CK2429,South,Geoje,SAS_b_adj,44.000,2014.000,2024.000,-9529.168,4.719,0.610,0.006
CK2429,South,Geoje,SS_b_adj,44.000,2014.000,2024.000,-731.605,0.362,0.149,0.049
CK2429,South,Geoje,TN_b_adj,44.000,2014.000,2024.000,8378.802,-4.149,0.102,0.062
CK2429,South,Geoje,TP_b_adj,44.000,2014.000,2024.000,-1085.267,0.537,0.225,0.035
CK2429,South,Geoje,pH_b_adj,44.000,2014.000,2024.000,13.587,-0.007,0.255,0.031
CK2429,South,Geoje,salinity_b_adj,44.000,2014.000,2024.000,40.559,-0.020,0.558,0.008
CK2429,South,Geoje,temp_b_adj,44.000,2014.000,2024.000,-246.561,0.122,0.510,0.010
CK2430,South,Geoje,COD_b_adj,44.000,2014.000,2024.000,-52.327,0.026,0.462,0.013
CK2430,South,Geoje,Chla_b_adj,44.000,2014.000,2024.000,-159.797,0.079,0.191,0.040
CK2430,South,Geoje,DIN_b_adj,44.000,2014.000,2024.000,-1968.800,0.975,0.660,0.005
CK2430,South,Geoje,DIP_b_adj,44.000,2014.000,2024.000,-867.269,0.429,0.195,0.040
CK2430,South,Geoje,DO_b_adj,44.000,2014.000,2024.000,120.210,-0.060,0.372,0.019
CK2430,South,Geoje,NH3-N_b_adj,44.000,2014.000,2024.000,2773.970,-1.374,0.205,0.038
CK2430,South,Geoje,NO2-_b_adj,44.000,2014.000,2024.000,-97.281,0.048,0.715,0.003
CK2430,South,Geoje,NO3-_b_adj,44.000,2014.000,2024.000,-4647.808,2.302,0.250,0.031
CK2430,South,Geoje,SAS_b_adj,44.000,2014.000,2024.000,-13235.013,6.554,0.267,0.029
CK2430,South,Geoje,SS_b_adj,44.000,2014.000,2024.000,-576.309,0.285,0.406,0.016
CK2430,South,Geoje,TN_b_adj,44.000,2014.000,2024.000,11219.651,-5.556,0.103,0.062
CK2430,South,Geoje,TP_b_adj,44.000,2014.000,2024.000,-413.002,0.205,0.564,0.008
CK2430,South,Geoje,pH_b_adj,44.000,2014.000,2024.000,25.668,-0.013,0.024,0.115
CK2430,South,Geoje,salinity_b_adj,44.000,2014.000,2024.000,-20.374,0.010,0.761,0.002
CK2430,South,Geoje,temp_b_adj,44.000,2014.000,2024.000,-101.373,0.050,0.765,0.002
CK2435,South,Gijang,COD_b_adj,44.000,2014.000,2024.000,-162.127,0.080,0.001,0.228
CK2435,South,Gijang,Chla_b_adj,44.000,2014.000,2024.000,-108.045,0.054,0.194,0.040
CK2435,South,Gijang,DIN_b_adj,44.000,2014.000,2024.000,-2977.251,1.474,0.496,0.011
CK2435,South,Gijang,DIP_b_adj,44.000,2014.000,2024.000,-1011.839,0.501,0.131,0.054
CK2435,South,Gijang,DO_b_adj,44.000,2014.000,2024.000,21.703,-0.011,0.851,0.001
CK2435,South,Gijang,NH3-N_b_adj,44.000,2014.000,2024.000,-29.181,0.014,0.971,0.000
CK2435,South,Gijang,NO2-_b_adj,44.000,2014.000,2024.000,130.986,-0.065,0.651,0.005
CK2435,South,Gijang,NO3-_b_adj,44.000,2014.000,2024.000,-3080.816,1.526,0.479,0.012
CK2435,South,Gijang,SAS_b_adj,44.000,2014.000,2024.000,-9828.793,4.867,0.456,0.013
CK2435,South,Gijang,SS_b_adj,44.000,2014.000,2024.000,-329.518,0.163,0.664,0.005
CK2435,South,Gijang,TN_b_adj,44.000,2014.000,2024.000,17024.616,-8.431,0.010,0.148
CK2435,South,Gijang,TP_b_adj,44.000,2014.000,2024.000,-668.747,0.331,0.434,0.015
CK2435,South,Gijang,pH_b_adj,44.000,2014.000,2024.000,15.850,-0.008,0.109,0.060
CK2435,South,Gijang,salinity_b_adj,44.000,2014.000,2024.000,39.882,-0.020,0.482,0.012
CK2435,South,Gijang,temp_b_adj,44.000,2014.000,2024.000,-296.188,0.147,0.325,0.023
CK2438,South,Gijang,COD_b_adj,44.000,2014.000,2024.000,-200.968,0.100,0.000,0.365
CK2438,South,Gijang,Chla_b_adj,44.000,2014.000,2024.000,-179.453,0.089,0.196,0.040
CK2438,South,Gijang,DIN_b_adj,44.000,2014.000,2024.000,1047.548,-0.519,0.802,0.002
CK2438,South,Gijang,DIP_b_adj,44.000,2014.000,2024.000,-231.044,0.114,0.708,0.003
CK2438,South,Gijang,DO_b_adj,44.000,2014.000,2024.000,-23.149,0.011,0.815,0.001
CK2438,South,Gijang,NH3-N_b_adj,44.000,2014.000,2024.000,186.762,-0.092,0.805,0.001
CK2438,South,Gijang,NO2-_b_adj,44.000,2014.000,2024.000,252.294,-0.125,0.377,0.019
CK2438,South,Gijang,NO3-_b_adj,44.000,2014.000,2024.000,609.553,-0.302,0.880,0.001
CK2438,South,Gijang,SAS_b_adj,44.000,2014.000,2024.000,5703.003,-2.824,0.589,0.007
CK2438,South,Gijang,SS_b_adj,44.000,2014.000,2024.000,-3.671,0.002,0.996,0.000
CK2438,South,Gijang,TN_b_adj,44.000,2014.000,2024.000,17908.938,-8.869,0.001,0.231
CK2438,South,Gijang,TP_b_adj,44.000,2014.000,2024.000,-175.944,0.087,0.804,0.001
CK2438,South,Gijang,pH_b_adj,44.000,2014.000,2024.000,12.653,-0.006,0.224,0.035
CK2438,South,Gijang,salinity_b_adj,44.000,2014.000,2024.000,27.300,-0.014,0.699,0.004
CK2438,South,Gijang,temp_b_adj,44.000,2014.000,2024.000,-302.181,0.150,0.405,0.017
CW2301,West,Gochang,COD_b_adj,44.000,2014.000,2024.000,-83.330,0.041,0.243,0.032
CW2301,West,Gochang,Chla_b_adj,44.000,2014.000,2024.000,-13.361,0.007,0.970,0.000
CW2301,West,Gochang,DIN_b_adj,44.000,2014.000,2024.000,-2700.869,1.337,0.592,0.007
CW2301,West,Gochang,DIP_b_adj,44.000,2014.000,2024.000,-267.888,0.133,0.751,0.002
CW2301,West,Gochang,DO_b_adj,44.000,2014.000,2024.000,55.255,-0.027,0.755,0.002
CW2301,West,Gochang,NH3-N_b_adj,44.000,2014.000,2024.000,1774.440,-0.879,0.400,0.017
CW2301,West,Gochang,NO2-_b_adj,44.000,2014.000,2024.000,-1004.878,0.498,0.379,0.018
CW2301,West,Gochang,NO3-_b_adj,44.000,2014.000,2024.000,-3464.661,1.716,0.355,0.020
CW2301,West,Gochang,SAS_b_adj,44.000,2014.000,2024.000,-2752.723,1.363,0.882,0.001
CW2301,West,Gochang,SS_b_adj,44.000,2014.000,2024.000,-2680.419,1.327,0.500,0.011
CW2301,West,Gochang,TN_b_adj,44.000,2014.000,2024.000,24962.039,-12.361,0.080,0.071
CW2301,West,Gochang,TP_b_adj,44.000,2014.000,2024.000,1491.356,-0.739,0.500,0.011
CW2301,West,Gochang,pH_b_adj,44.000,2014.000,2024.000,6.429,-0.003,0.676,0.004
CW2301,West,Gochang,salinity_b_adj,44.000,2014.000,2024.000,95.902,-0.047,0.089,0.067
CW2301,West,Gochang,temp_b_adj,44.000,2014.000,2024.000,65.267,-0.032,0.935,0.000
CW2302,West,Gochang,COD_b_adj,44.000,2014.000,2024.000,-133.489,0.066,0.038,0.099
CW2302,West,Gochang,Chla_b_adj,44.000,2014.000,2024.000,-13.739,0.007,0.978,0.000
CW2302,West,Gochang,DIN_b_adj,44.000,2014.000,2024.000,-7267.772,3.599,0.233,0.034
CW2302,West,Gochang,DIP_b_adj,44.000,2014.000,2024.000,-654.211,0.324,0.477,0.012
CW2302,West,Gochang,DO_b_adj,44.000,2014.000,2024.000,118.464,-0.059,0.543,0.009
CW2302,West,Gochang,NH3-N_b_adj,44.000,2014.000,2024.000,-2745.369,1.360,0.175,0.043
CW2302,West,Gochang,NO2-_b_adj,44.000,2014.000,2024.000,-1619.065,0.802,0.184,0.042
CW2302,West,Gochang,NO3-_b_adj,44.000,2014.000,2024.000,-2906.481,1.439,0.538,0.009
CW2302,West,Gochang,SAS_b_adj,44.000,2014.000,2024.000,-14735.257,7.297,0.497,0.011
CW2302,West,Gochang,SS_b_adj,44.000,2014.000,2024.000,-11376.864,5.634,0.116,0.058
CW2302,West,Gochang,TN_b_adj,44.000,2014.000,2024.000,22631.569,-11.207,0.022,0.119
CW2302,West,Gochang,TP_b_adj,44.000,2014.000,2024.000,1217.259,-0.603,0.661,0.005
CW2302,West,Gochang,pH_b_adj,44.000,2014.000,2024.000,17.480,-0.009,0.225,0.035
CW2302,West,Gochang,salinity_b_adj,44.000,2014.000,2024.000,112.886,-0.056,0.009,0.150
CW2302,West,Gochang,temp_b_adj,44.000,2014.000,2024.000,-315.016,0.156,0.705,0.003
CW2303,West,Gochang,COD_b_adj,44.000,2014.000,2024.000,-142.072,0.070,0.292,0.026
CW2303,West,Gochang,Chla_b_adj,44.000,2014.000,2024.000,471.142,-0.233,0.646,0.005
CW2303,West,Gochang,DIN_b_adj,44.000,2014.000,2024.000,-4876.670,2.415,0.516,0.010
CW2303,West,Gochang,DIP_b_adj,44.000,2014.000,2024.000,28.678,-0.014,0.984,0.000
CW2303,West,Gochang,DO_b_adj,44.000,2014.000,2024.000,91.856,-0.045,0.575,0.008
CW2303,West,Gochang,NH3-N_b_adj,44.000,2014.000,2024.000,-448.873,0.222,0.792,0.002
CW2303,West,Gochang,NO2-_b_adj,44.000,2014.000,2024.000,-1448.219,0.717,0.302,0.025
CW2303,West,Gochang,NO3-_b_adj,44.000,2014.000,2024.000,-2972.600,1.472,0.636,0.005
CW2303,West,Gochang,SAS_b_adj,44.000,2014.000,2024.000,-16297.418,8.071,0.526,0.010
CW2303,West,Gochang,SS_b_adj,44.000,2014.000,2024.000,-25601.260,12.678,0.188,0.041
CW2303,West,Gochang,TN_b_adj,44.000,2014.000,2024.000,44523.594,-22.048,0.031,0.105
CW2303,West,Gochang,TP_b_adj,44.000,2014.000,2024.000,7343.695,-3.637,0.209,0.037
CW2303,West,Gochang,pH_b_adj,44.000,2014.000,2024.000,11.822,-0.006,0.404,0.017
CW2303,West,Gochang,salinity_b_adj,44.000,2014.000,2024.000,131.033,-0.065,0.010,0.149
CW2303,West,Gochang,temp_b_adj,44.000,2014.000,2024.000,-383.665,0.190,0.650,0.005
CW2304,West,Muan,COD_b_adj,44.000,2014.000,2024.000,-157.095,0.078,0.006,0.166
CW2304,West,Muan,Chla_b_adj,44.000,2014.000,2024.000,-24.223,0.012,0.869,0.001
CW2304,West,Muan,DIN_b_adj,44.000,2014.000,2024.000,-2848.985,1.411,0.694,0.004
CW2304,West,Muan,DIP_b_adj,44.000,2014.000,2024.000,-983.810,0.487,0.192,0.040
CW2304,West,Muan,DO_b_adj,44.000,2014.000,2024.000,-59.424,0.029,0.723,0.003
CW2304,West,Muan,NH3-N_b_adj,44.000,2014.000,2024.000,488.278,-0.242,0.691,0.004
CW2304,West,Muan,NO2-_b_adj,44.000,2014.000,2024.000,-684.260,0.339,0.680,0.004
CW2304,West,Muan,NO3-_b_adj,44.000,2014.000,2024.000,-2651.496,1.313,0.674,0.004
CW2304,West,Muan,SAS_b_adj,44.000,2014.000,2024.000,-3181.344,1.575,0.849,0.001
CW2304,West,Muan,SS_b_adj,44.000,2014.000,2024.000,72.489,-0.036,0.978,0.000
CW2304,West,Muan,TN_b_adj,44.000,2014.000,2024.000,21497.537,-10.646,0.012,0.140
CW2304,West,Muan,TP_b_adj,44.000,2014.000,2024.000,1525.913,-0.756,0.424,0.015
CW2304,West,Muan,pH_b_adj,44.000,2014.000,2024.000,-23.967,0.012,0.016,0.130
CW2304,West,Muan,salinity_b_adj,44.000,2014.000,2024.000,143.052,-0.071,0.214,0.037
CW2304,West,Muan,temp_b_adj,44.000,2014.000,2024.000,-277.361,0.137,0.730,0.003
CW2305,West,Muan,COD_b_adj,44.000,2014.000,2024.000,-71.901,0.036,0.182,0.042
CW2305,West,Muan,Chla_b_adj,44.000,2014.000,2024.000,-106.286,0.053,0.603,0.006
CW2305,West,Muan,DIN_b_adj,44.000,2014.000,2024.000,-3767.434,1.866,0.463,0.013
CW2305,West,Muan,DIP_b_adj,44.000,2014.000,2024.000,-790.177,0.391,0.151,0.048
CW2305,West,Muan,DO_b_adj,44.000,2014.000,2024.000,12.077,-0.006,0.930,0.000
CW2305,West,Muan,NH3-N_b_adj,44.000,2014.000,2024.000,884.148,-0.438,0.350,0.021
CW2305,West,Muan,NO2-_b_adj,44.000,2014.000,2024.000,-80.697,0.040,0.926,0.000
CW2305,West,Muan,NO3-_b_adj,44.000,2014.000,2024.000,-4573.158,2.265,0.353,0.021
CW2305,West,Muan,SAS_b_adj,44.000,2014.000,2024.000,-4500.270,2.229,0.697,0.004
CW2305,West,Muan,SS_b_adj,44.000,2014.000,2024.000,-5590.085,2.768,0.166,0.045
CW2305,West,Muan,TN_b_adj,44.000,2014.000,2024.000,30241.390,-14.976,0.013,0.139
CW2305,West,Muan,TP_b_adj,44.000,2014.000,2024.000,2385.678,-1.181,0.085,0.069
CW2305,West,Muan,pH_b_adj,44.000,2014.000,2024.000,-0.431,0.000,0.975,0.000
CW2305,West,Muan,salinity_b_adj,44.000,2014.000,2024.000,121.206,-0.060,0.185,0.041
CW2305,West,Muan,temp_b_adj,44.000,2014.000,2024.000,238.774,-0.118,0.751,0.002
CW2306,West,Shinan,COD_b_adj,44.000,2014.000,2024.000,-150.480,0.075,0.002,0.205
CW2306,West,Shinan,Chla_b_adj,44.000,2014.000,2024.000,-47.599,0.024,0.759,0.002
CW2306,West,Shinan,DIN_b_adj,44.000,2014.000,2024.000,-3701.573,1.833,0.577,0.007
CW2306,West,Shinan,DIP_b_adj,44.000,2014.000,2024.000,-699.786,0.347,0.274,0.028
CW2306,West,Shinan,DO_b_adj,44.000,2014.000,2024.000,56.064,-0.028,0.689,0.004
CW2306,West,Shinan,NH3-N_b_adj,44.000,2014.000,2024.000,-961.425,0.476,0.181,0.042
CW2306,West,Shinan,NO2-_b_adj,44.000,2014.000,2024.000,8.687,-0.004,0.990,0.000
CW2306,West,Shinan,NO3-_b_adj,44.000,2014.000,2024.000,-2749.677,1.362,0.660,0.005
CW2306,West,Shinan,SAS_b_adj,44.000,2014.000,2024.000,-2161.315,1.070,0.869,0.001
CW2306,West,Shinan,SS_b_adj,44.000,2014.000,2024.000,-5073.650,2.512,0.104,0.062
CW2306,West,Shinan,TN_b_adj,44.000,2014.000,2024.000,8141.174,-4.032,0.259,0.030
CW2306,West,Shinan,TP_b_adj,44.000,2014.000,2024.000,-1349.673,0.668,0.377,0.019
CW2306,West,Shinan,pH_b_adj,44.000,2014.000,2024.000,1.173,-0.001,0.897,0.000
CW2306,West,Shinan,salinity_b_adj,44.000,2014.000,2024.000,152.580,-0.076,0.077,0.073
CW2306,West,Shinan,temp_b_adj,44.000,2014.000,2024.000,-405.818,0.201,0.547,0.009
CW2309,West,Jindo,COD_b_adj,44.000,2014.000,2024.000,-134.732,0.067,0.019,0.124
CW2309,West,Jindo,Chla_b_adj,44.000,2014.000,2024.000,-0.425,0.000,0.997,0.000
CW2309,West,Jindo,DIN_b_adj,44.000,2014.000,2024.000,-7171.202,3.551,0.089,0.067
CW2309,West,Jindo,DIP_b_adj,44.000,2014.000,2024.000,-934.393,0.463,0.075,0.074
CW2309,West,Jindo,DO_b_adj,44.000,2014.000,2024.000,283.543,-0.140,0.039,0.098
CW2309,West,Jindo,NH3-N_b_adj,44.000,2014.000,2024.000,-1781.702,0.882,0.012,0.140
CW2309,West,Jindo,NO2-_b_adj,44.000,2014.000,2024.000,177.687,-0.088,0.687,0.004
CW2309,West,Jindo,NO3-_b_adj,44.000,2014.000,2024.000,-5570.277,2.758,0.179,0.043
CW2309,West,Jindo,SAS_b_adj,44.000,2014.000,2024.000,-948.047,0.469,0.936,0.000
CW2309,West,Jindo,SS_b_adj,44.000,2014.000,2024.000,2134.001,-1.057,0.657,0.005
CW2309,West,Jindo,TN_b_adj,44.000,2014.000,2024.000,12596.046,-6.238,0.039,0.098
CW2309,West,Jindo,TP_b_adj,44.000,2014.000,2024.000,2698.686,-1.336,0.102,0.062
CW2309,West,Jindo,pH_b_adj,44.000,2014.000,2024.000,-0.422,0.000,0.969,0.000
CW2309,West,Jindo,salinity_b_adj,44.000,2014.000,2024.000,92.198,-0.046,0.150,0.049
CW2309,West,Jindo,temp_b_adj,44.000,2014.000,2024.000,-576.417,0.285,0.405,0.017
CW2310,West,Jindo,COD_b_adj,44.000,2014.000,2024.000,-123.125,0.061,0.023,0.117
CW2310,West,Jindo,Chla_b_adj,44.000,2014.000,2024.000,165.743,-0.082,0.136,0.052
CW2310,West,Jindo,DIN_b_adj,44.000,2014.000,2024.000,-2794.394,1.384,0.480,0.012
CW2310,West,Jindo,DIP_b_adj,44.000,2014.000,2024.000,-60.341,0.030,0.920,0.000
CW2310,West,Jindo,DO_b_adj,44.000,2014.000,2024.000,211.642,-0.105,0.149,0.049
CW2310,West,Jindo,NH3-N_b_adj,44.000,2014.000,2024.000,-601.462,0.298,0.515,0.010
CW2310,West,Jindo,NO2-_b_adj,44.000,2014.000,2024.000,44.565,-0.022,0.870,0.001
CW2310,West,Jindo,NO3-_b_adj,44.000,2014.000,2024.000,-2238.470,1.108,0.550,0.009
CW2310,West,Jindo,SAS_b_adj,44.000,2014.000,2024.000,6184.807,-3.063,0.558,0.008
CW2310,West,Jindo,SS_b_adj,44.000,2014.000,2024.000,4673.441,-2.314,0.042,0.095
CW2310,West,Jindo,TN_b_adj,44.000,2014.000,2024.000,13004.258,-6.440,0.010,0.148
CW2310,West,Jindo,TP_b_adj,44.000,2014.000,2024.000,782.370,-0.387,0.357,0.020
CW2310,West,Jindo,pH_b_adj,44.000,2014.000,2024.000,-1.372,0.001,0.880,0.001
CW2310,West,Jindo,salinity_b_adj,44.000,2014.000,2024.000,83.712,-0.041,0.194,0.040
CW2310,West,Jindo,temp_b_adj,44.000,2014.000,2024.000,-511.705,0.253,0.346,0.021
CW2311,West,Jindo,COD_b_adj,44.000,2014.000,2024.000,-142.331,0.070,0.012,0.141
CW2311,West,Jindo,Chla_b_adj,44.000,2014.000,2024.000,157.462,-0.078,0.063,0.080
CW2311,West,Jindo,DIN_b_adj,44.000,2014.000,2024.000,-5050.785,2.501,0.182,0.042
CW2311,West,Jindo,DIP_b_adj,44.000,2014.000,2024.000,-508.818,0.252,0.396,0.017
CW2311,West,Jindo,DO_b_adj,44.000,2014.000,2024.000,101.909,-0.050,0.401,0.017
CW2311,West,Jindo,NH3-N_b_adj,44.000,2014.000,2024.000,-270.122,0.134,0.675,0.004
CW2311,West,Jindo,NO2-_b_adj,44.000,2014.000,2024.000,-145.539,0.072,0.606,0.006
CW2311,West,Jindo,NO3-_b_adj,44.000,2014.000,2024.000,-4638.392,2.297,0.219,0.036
CW2311,West,Jindo,SAS_b_adj,44.000,2014.000,2024.000,518.611,-0.257,0.959,0.000
CW2311,West,Jindo,SS_b_adj,44.000,2014.000,2024.000,2272.275,-1.125,0.600,0.007
CW2311,West,Jindo,TN_b_adj,44.000,2014.000,2024.000,16318.572,-8.081,0.004,0.185
CW2311,West,Jindo,TP_b_adj,44.000,2014.000,2024.000,859.880,-0.426,0.405,0.017
CW2311,West,Jindo,pH_b_adj,44.000,2014.000,2024.000,-0.832,0.000,0.933,0.000
CW2311,West,Jindo,salinity_b_adj,44.000,2014.000,2024.000,70.821,-0.035,0.241,0.033
CW2311,West,Jindo,temp_b_adj,44.000,2014.000,2024.000,-464.849,0.230,0.317,0.024
CW2313,West,Wando,COD_b_adj,44.000,2014.000,2024.000,-174.781,0.087,0.001,0.227
CW2313,West,Wando,Chla_b_adj,44.000,2014.000,2024.000,133.330,-0.066,0.038,0.098
CW2313,West,Wando,DIN_b_adj,44.000,2014.000,2024.000,-6396.502,3.168,0.109,0.060
CW2313,West,Wando,DIP_b_adj,44.000,2014.000,2024.000,-532.996,0.264,0.406,0.017
CW2313,West,Wando,DO_b_adj,44.000,2014.000,2024.000,35.856,-0.018,0.719,0.003
CW2313,West,Wando,NH3-N_b_adj,44.000,2014.000,2024.000,-358.615,0.178,0.797,0.002
CW2313,West,Wando,NO2-_b_adj,44.000,2014.000,2024.000,96.787,-0.048,0.826,0.001
