region,admin,env_variable,start_year,end_year,env_slope,env_p_value,trend,significance,n_year,cor_ts,lm_p_value,CB3_env_corr_summary,cb_slope,cb_p_value,cb_r^2,CB3_trend_summary
South,Gangjin,salinity_b_adj,2018.000,2024.000,-0.031,0.398,decreasing,not_significant,4.000,-0.641,0.359,negative (not_significant),0.000,0.474,0.276,increasing (not_significant)
South,Gangjin,temp_b_adj,2018.000,2024.000,0.169,0.562,increasing,not_significant,4.000,0.864,0.136,positive (not_significant),0.000,0.474,0.276,increasing (not_significant)
South,Geoje,COD_b_adj,2015.000,2024.000,0.031,0.158,increasing,not_significant,5.000,-0.706,0.183,negative (not_significant),-0.117,0.299,0.343,decreasing (not_significant)
South,Geoje,Chla_b_adj,2015.000,2024.000,-0.077,0.207,decreasing,not_significant,5.000,0.505,0.385,positive (not_significant),-0.117,0.299,0.343,decreasing (not_significant)
South,Geoje,DIN_b_adj,2015.000,2024.000,1.939,0.390,increasing,not_significant,5.000,0.004,0.995,positive (not_significant),-0.117,0.299,0.343,decreasing (not_significant)
South,Geoje,DIP_b_adj,2015.000,2024.000,0.435,0.200,increasing,not_significant,5.000,-0.349,0.565,negative (not_significant),-0.117,0.299,0.343,decreasing (not_significant)
South,Geoje,DO_b_adj,2015.000,2024.000,-0.066,0.333,decreasing,not_significant,5.000,0.117,0.852,positive (not_significant),-0.117,0.299,0.343,decreasing (not_significant)
South,Geoje,NH3-N_b_adj,2015.000,2024.000,-0.120,0.878,decreasing,not_significant,5.000,0.154,0.805,positive (not_significant),-0.117,0.299,0.343,decreasing (not_significant)
South,Geoje,NO2-_b_adj,2015.000,2024.000,-0.151,0.267,decreasing,not_significant,5.000,0.416,0.486,positive (not_significant),-0.117,0.299,0.343,decreasing (not_significant)
South,Geoje,NO3-_b_adj,2015.000,2024.000,1.758,0.303,increasing,not_significant,5.000,-0.147,0.814,negative (not_significant),-0.117,0.299,0.343,decreasing (not_significant)
South,Geoje,SAS_b_adj,2015.000,2024.000,4.421,0.485,increasing,not_significant,5.000,0.365,0.546,positive (not_significant),-0.117,0.299,0.343,decreasing (not_significant)
South,Geoje,SS_b_adj,2015.000,2024.000,0.356,0.312,increasing,not_significant,5.000,-0.049,0.938,negative (not_significant),-0.117,0.299,0.343,decreasing (not_significant)
South,Geoje,TN_b_adj,2015.000,2024.000,-5.785,0.096,decreasing,marginal,5.000,0.964,0.008,positive (significant),-0.117,0.299,0.343,decreasing (not_significant)
South,Geoje,TP_b_adj,2015.000,2024.000,0.463,0.228,increasing,not_significant,5.000,-0.407,0.497,negative (not_significant),-0.117,0.299,0.343,decreasing (not_significant)
South,Geoje,pH_b_adj,2015.000,2024.000,-0.012,0.055,decreasing,marginal,5.000,0.185,0.766,positive (not_significant),-0.117,0.299,0.343,decreasing (not_significant)
South,Geoje,salinity_b_adj,2015.000,2024.000,-0.038,0.304,decreasing,not_significant,5.000,-0.544,0.343,negative (not_significant),-0.117,0.299,0.343,decreasing (not_significant)
South,Geoje,temp_b_adj,2015.000,2024.000,0.157,0.428,increasing,not_significant,5.000,0.135,0.829,positive (not_significant),-0.117,0.299,0.343,decreasing (not_significant)
South,Gohung,COD_b_adj,2018.000,2024.000,0.066,0.000,increasing,significant,4.000,-0.274,0.726,negative (not_significant),0.024,0.159,0.708,increasing (not_significant)
South,Gohung,Chla_b_adj,2018.000,2024.000,-0.020,0.639,decreasing,not_significant,4.000,-0.260,0.740,negative (not_significant),0.024,0.159,0.708,increasing (not_significant)
South,Gohung,DIN_b_adj,2018.000,2024.000,2.588,0.078,increasing,marginal,4.000,0.612,0.388,positive (not_significant),0.024,0.159,0.708,increasing (not_significant)
South,Gohung,DIP_b_adj,2018.000,2024.000,0.371,0.078,increasing,marginal,4.000,0.626,0.374,positive (not_significant),0.024,0.159,0.708,increasing (not_significant)
South,Gohung,DO_b_adj,2018.000,2024.000,-0.044,0.501,decreasing,not_significant,4.000,-0.929,0.071,negative (marginal),0.024,0.159,0.708,increasing (not_significant)
South,Gohung,NH3-N_b_adj,2018.000,2024.000,0.574,0.105,increasing,not_significant,4.000,-0.220,0.780,negative (not_significant),0.024,0.159,0.708,increasing (not_significant)
South,Gohung,NO2-_b_adj,2018.000,2024.000,0.494,0.288,increasing,not_significant,4.000,0.688,0.312,positive (not_significant),0.024,0.159,0.708,increasing (not_significant)
South,Gohung,NO3-_b_adj,2018.000,2024.000,1.653,0.124,increasing,not_significant,4.000,0.760,0.240,positive (not_significant),0.024,0.159,0.708,increasing (not_significant)
South,Gohung,SAS_b_adj,2018.000,2024.000,10.225,0.088,increasing,marginal,4.000,0.735,0.265,positive (not_significant),0.024,0.159,0.708,increasing (not_significant)
South,Gohung,SS_b_adj,2018.000,2024.000,0.904,0.232,increasing,not_significant,4.000,0.612,0.388,positive (not_significant),0.024,0.159,0.708,increasing (not_significant)
South,Gohung,TN_b_adj,2018.000,2024.000,-7.802,0.003,decreasing,significant,4.000,0.072,0.928,positive (not_significant),0.024,0.159,0.708,increasing (not_significant)
South,Gohung,TP_b_adj,2018.000,2024.000,0.563,0.121,increasing,not_significant,4.000,0.846,0.154,positive (not_significant),0.024,0.159,0.708,increasing (not_significant)
South,Gohung,pH_b_adj,2018.000,2024.000,-0.016,0.002,decreasing,significant,4.000,-0.473,0.527,negative (not_significant),0.024,0.159,0.708,increasing (not_significant)
South,Gohung,salinity_b_adj,2018.000,2024.000,-0.046,0.231,decreasing,not_significant,4.000,-0.932,0.068,negative (marginal),0.024,0.159,0.708,increasing (not_significant)
South,Gohung,temp_b_adj,2018.000,2024.000,0.140,0.634,increasing,not_significant,4.000,0.731,0.269,positive (not_significant),0.024,0.159,0.708,increasing (not_significant)
South,Gosung,COD_b_adj,2015.000,2024.000,0.088,0.000,increasing,significant,5.000,0.136,0.828,positive (not_significant),0.005,0.184,0.496,increasing (not_significant)
South,Gosung,Chla_b_adj,2015.000,2024.000,-0.049,0.280,decreasing,not_significant,5.000,-0.293,0.633,negative (not_significant),0.005,0.184,0.496,increasing (not_significant)
South,Gosung,DIN_b_adj,2015.000,2024.000,-2.683,0.184,decreasing,not_significant,5.000,-0.460,0.436,negative (not_significant),0.005,0.184,0.496,increasing (not_significant)
South,Gosung,DIP_b_adj,2015.000,2024.000,0.263,0.481,increasing,not_significant,5.000,0.637,0.247,positive (not_significant),0.005,0.184,0.496,increasing (not_significant)
South,Gosung,DO_b_adj,2015.000,2024.000,-0.049,0.560,decreasing,not_significant,5.000,-0.333,0.584,negative (not_significant),0.005,0.184,0.496,increasing (not_significant)
South,Gosung,NH3-N_b_adj,2015.000,2024.000,-0.504,0.568,decreasing,not_significant,5.000,-0.368,0.542,negative (not_significant),0.005,0.184,0.496,increasing (not_significant)
South,Gosung,NO2-_b_adj,2015.000,2024.000,-0.592,0.144,decreasing,not_significant,5.000,0.130,0.835,positive (not_significant),0.005,0.184,0.496,increasing (not_significant)
South,Gosung,NO3-_b_adj,2015.000,2024.000,-0.908,0.360,decreasing,not_significant,5.000,-0.184,0.767,negative (not_significant),0.005,0.184,0.496,increasing (not_significant)
South,Gosung,SAS_b_adj,2015.000,2024.000,19.957,0.094,increasing,marginal,5.000,0.904,0.035,positive (significant),0.005,0.184,0.496,increasing (not_significant)
South,Gosung,SS_b_adj,2015.000,2024.000,-0.605,0.043,decreasing,significant,5.000,-0.327,0.592,negative (not_significant),0.005,0.184,0.496,increasing (not_significant)
South,Gosung,TN_b_adj,2015.000,2024.000,-9.028,0.004,decreasing,significant,5.000,-0.035,0.956,negative (not_significant),0.005,0.184,0.496,increasing (not_significant)
South,Gosung,TP_b_adj,2015.000,2024.000,0.464,0.221,increasing,not_significant,5.000,0.925,0.024,positive (significant),0.005,0.184,0.496,increasing (not_significant)
South,Gosung,pH_b_adj,2015.000,2024.000,-0.014,0.059,decreasing,marginal,5.000,-0.737,0.155,negative (not_significant),0.005,0.184,0.496,increasing (not_significant)
South,Gosung,salinity_b_adj,2015.000,2024.000,-0.029,0.409,decreasing,not_significant,5.000,-0.580,0.306,negative (not_significant),0.005,0.184,0.496,increasing (not_significant)
South,Gosung,temp_b_adj,2015.000,2024.000,0.186,0.530,increasing,not_significant,5.000,-0.225,0.716,negative (not_significant),0.005,0.184,0.496,increasing (not_significant)
South,Namhae,COD_b_adj,2015.000,2024.000,0.106,0.000,increasing,significant,5.000,-0.847,0.070,negative (marginal),-0.041,0.165,0.527,decreasing (not_significant)
South,Namhae,Chla_b_adj,2015.000,2024.000,-0.029,0.428,decreasing,not_significant,5.000,0.790,0.112,positive (not_significant),-0.041,0.165,0.527,decreasing (not_significant)
South,Namhae,DIN_b_adj,2015.000,2024.000,2.624,0.200,increasing,not_significant,5.000,0.249,0.686,positive (not_significant),-0.041,0.165,0.527,decreasing (not_significant)
South,Namhae,DIP_b_adj,2015.000,2024.000,0.404,0.256,increasing,not_significant,5.000,0.199,0.749,positive (not_significant),-0.041,0.165,0.527,decreasing (not_significant)
South,Namhae,DO_b_adj,2015.000,2024.000,-0.108,0.156,decreasing,not_significant,5.000,-0.173,0.781,negative (not_significant),-0.041,0.165,0.527,decreasing (not_significant)
South,Namhae,NH3-N_b_adj,2015.000,2024.000,1.181,0.171,increasing,not_significant,5.000,0.372,0.538,positive (not_significant),-0.041,0.165,0.527,decreasing (not_significant)
South,Namhae,NO2-_b_adj,2015.000,2024.000,-0.214,0.581,decreasing,not_significant,5.000,-0.219,0.723,negative (not_significant),-0.041,0.165,0.527,decreasing (not_significant)
South,Namhae,NO3-_b_adj,2015.000,2024.000,1.700,0.149,increasing,not_significant,5.000,0.265,0.667,positive (not_significant),-0.041,0.165,0.527,decreasing (not_significant)
South,Namhae,SAS_b_adj,2015.000,2024.000,11.222,0.265,increasing,not_significant,5.000,0.273,0.657,positive (not_significant),-0.041,0.165,0.527,decreasing (not_significant)
South,Namhae,SS_b_adj,2015.000,2024.000,0.430,0.037,increasing,significant,5.000,-0.354,0.559,negative (not_significant),-0.041,0.165,0.527,decreasing (not_significant)
South,Namhae,TN_b_adj,2015.000,2024.000,-4.165,0.069,decreasing,marginal,5.000,0.880,0.049,positive (significant),-0.041,0.165,0.527,decreasing (not_significant)
South,Namhae,TP_b_adj,2015.000,2024.000,0.616,0.090,increasing,marginal,5.000,-0.681,0.206,negative (not_significant),-0.041,0.165,0.527,decreasing (not_significant)
South,Namhae,pH_b_adj,2015.000,2024.000,-0.011,0.044,decreasing,significant,5.000,0.060,0.923,positive (not_significant),-0.041,0.165,0.527,decreasing (not_significant)
South,Namhae,salinity_b_adj,2015.000,2024.000,-0.040,0.340,decreasing,not_significant,5.000,-0.121,0.846,negative (not_significant),-0.041,0.165,0.527,decreasing (not_significant)
South,Namhae,temp_b_adj,2015.000,2024.000,0.164,0.555,increasing,not_significant,5.000,-0.404,0.500,negative (not_significant),-0.041,0.165,0.527,decreasing (not_significant)
South,Tongyoung,COD_b_adj,2015.000,2024.000,0.048,0.007,increasing,significant,5.000,-0.657,0.228,negative (not_significant),-0.117,0.252,0.400,decreasing (not_significant)
South,Tongyoung,Chla_b_adj,2015.000,2024.000,-0.117,0.023,decreasing,significant,5.000,0.872,0.054,positive (marginal),-0.117,0.252,0.400,decreasing (not_significant)
South,Tongyoung,DIN_b_adj,2015.000,2024.000,1.986,0.462,increasing,not_significant,5.000,0.163,0.794,positive (not_significant),-0.117,0.252,0.400,decreasing (not_significant)
South,Tongyoung,DIP_b_adj,2015.000,2024.000,0.364,0.297,increasing,not_significant,5.000,0.035,0.956,positive (not_significant),-0.117,0.252,0.400,decreasing (not_significant)
South,Tongyoung,DO_b_adj,2015.000,2024.000,-0.076,0.323,decreasing,not_significant,5.000,0.365,0.545,positive (not_significant),-0.117,0.252,0.400,decreasing (not_significant)
South,Tongyoung,NH3-N_b_adj,2015.000,2024.000,0.837,0.350,increasing,not_significant,5.000,0.476,0.417,positive (not_significant),-0.117,0.252,0.400,decreasing (not_significant)
South,Tongyoung,NO2-_b_adj,2015.000,2024.000,-0.267,0.422,decreasing,not_significant,5.000,0.464,0.431,positive (not_significant),-0.117,0.252,0.400,decreasing (not_significant)
South,Tongyoung,NO3-_b_adj,2015.000,2024.000,0.887,0.592,increasing,not_significant,5.000,-0.105,0.866,negative (not_significant),-0.117,0.252,0.400,decreasing (not_significant)
South,Tongyoung,SAS_b_adj,2015.000,2024.000,-0.948,0.908,decreasing,not_significant,5.000,0.511,0.379,positive (not_significant),-0.117,0.252,0.400,decreasing (not_significant)
South,Tongyoung,SS_b_adj,2015.000,2024.000,-0.300,0.112,decreasing,not_significant,5.000,0.575,0.311,positive (not_significant),-0.117,0.252,0.400,decreasing (not_significant)
South,Tongyoung,TN_b_adj,2015.000,2024.000,-9.711,0.003,decreasing,significant,5.000,0.960,0.009,positive (significant),-0.117,0.252,0.400,decreasing (not_significant)
South,Tongyoung,TP_b_adj,2015.000,2024.000,0.092,0.789,increasing,not_significant,5.000,-0.163,0.793,negative (not_significant),-0.117,0.252,0.400,decreasing (not_significant)
South,Tongyoung,pH_b_adj,2015.000,2024.000,-0.013,0.049,decreasing,significant,5.000,0.006,0.993,positive (not_significant),-0.117,0.252,0.400,decreasing (not_significant)
South,Tongyoung,salinity_b_adj,2015.000,2024.000,-0.038,0.284,decreasing,not_significant,5.000,-0.448,0.449,negative (not_significant),-0.117,0.252,0.400,decreasing (not_significant)
South,Tongyoung,temp_b_adj,2015.000,2024.000,0.196,0.366,increasing,not_significant,5.000,-0.203,0.744,negative (not_significant),-0.117,0.252,0.400,decreasing (not_significant)
South,Wando,COD_b_adj,2018.000,2024.000,0.101,0.000,increasing,significant,4.000,-0.088,0.912,negative (not_significant),0.078,0.162,0.702,increasing (not_significant)
South,Wando,Chla_b_adj,2018.000,2024.000,-0.062,0.036,decreasing,significant,4.000,-0.912,0.088,negative (marginal),0.078,0.162,0.702,increasing (not_significant)
South,Wando,DIN_b_adj,2018.000,2024.000,3.060,0.115,increasing,not_significant,4.000,-0.283,0.717,negative (not_significant),0.078,0.162,0.702,increasing (not_significant)
South,Wando,DIP_b_adj,2018.000,2024.000,0.468,0.107,increasing,not_significant,4.000,-0.277,0.723,negative (not_significant),0.078,0.162,0.702,increasing (not_significant)
South,Wando,DO_b_adj,2018.000,2024.000,0.019,0.706,increasing,not_significant,4.000,-0.893,0.107,negative (not_significant),0.078,0.162,0.702,increasing (not_significant)
South,Wando,NH3-N_b_adj,2018.000,2024.000,0.624,0.161,increasing,not_significant,4.000,-0.519,0.481,negative (not_significant),0.078,0.162,0.702,increasing (not_significant)
South,Wando,NO2-_b_adj,2018.000,2024.000,-0.007,0.979,decreasing,not_significant,4.000,0.423,0.577,positive (not_significant),0.078,0.162,0.702,increasing (not_significant)
South,Wando,NO3-_b_adj,2018.000,2024.000,2.770,0.113,increasing,not_significant,4.000,-0.149,0.851,negative (not_significant),0.078,0.162,0.702,increasing (not_significant)
South,Wando,SAS_b_adj,2018.000,2024.000,4.638,0.324,increasing,not_significant,4.000,0.798,0.202,positive (not_significant),0.078,0.162,0.702,increasing (not_significant)
South,Wando,SS_b_adj,2018.000,2024.000,-1.165,0.205,decreasing,not_significant,4.000,-0.693,0.307,negative (not_significant),0.078,0.162,0.702,increasing (not_significant)
South,Wando,TN_b_adj,2018.000,2024.000,-6.699,0.004,decreasing,significant,4.000,-0.288,0.712,negative (not_significant),0.078,0.162,0.702,increasing (not_significant)
South,Wando,TP_b_adj,2018.000,2024.000,0.295,0.637,increasing,not_significant,4.000,-0.516,0.484,negative (not_significant),0.078,0.162,0.702,increasing (not_significant)
South,Wando,pH_b_adj,2018.000,2024.000,0.004,0.404,increasing,not_significant,4.000,0.863,0.137,positive (not_significant),0.078,0.162,0.702,increasing (not_significant)
South,Wando,salinity_b_adj,2018.000,2024.000,-0.028,0.401,decreasing,not_significant,4.000,-0.991,0.009,negative (significant),0.078,0.162,0.702,increasing (not_significant)
South,Wando,temp_b_adj,2018.000,2024.000,0.184,0.449,increasing,not_significant,4.000,0.550,0.450,positive (not_significant),0.078,0.162,0.702,increasing (not_significant)
South,Yeosu,COD_b_adj,2018.000,2024.000,0.057,0.071,increasing,marginal,4.000,-0.998,0.002,negative (significant),0.084,0.144,0.732,increasing (not_significant)
South,Yeosu,Chla_b_adj,2018.000,2024.000,-0.401,0.190,decreasing,not_significant,4.000,0.823,0.177,positive (not_significant),0.084,0.144,0.732,increasing (not_significant)
South,Yeosu,DIN_b_adj,2018.000,2024.000,2.532,0.203,increasing,not_significant,4.000,0.267,0.733,positive (not_significant),0.084,0.144,0.732,increasing (not_significant)
South,Yeosu,DIP_b_adj,2018.000,2024.000,0.561,0.116,increasing,not_significant,4.000,0.614,0.386,positive (not_significant),0.084,0.144,0.732,increasing (not_significant)
South,Yeosu,DO_b_adj,2018.000,2024.000,0.035,0.653,increasing,not_significant,4.000,0.782,0.218,positive (not_significant),0.084,0.144,0.732,increasing (not_significant)
South,Yeosu,NH3-N_b_adj,2018.000,2024.000,1.568,0.054,increasing,marginal,4.000,0.783,0.217,positive (not_significant),0.084,0.144,0.732,increasing (not_significant)
South,Yeosu,NO2-_b_adj,2018.000,2024.000,-0.335,0.401,decreasing,not_significant,4.000,0.209,0.791,positive (not_significant),0.084,0.144,0.732,increasing (not_significant)
South,Yeosu,NO3-_b_adj,2018.000,2024.000,1.375,0.383,increasing,not_significant,4.000,-0.324,0.676,negative (not_significant),0.084,0.144,0.732,increasing (not_significant)
South,Yeosu,SAS_b_adj,2018.000,2024.000,5.828,0.549,increasing,not_significant,4.000,0.381,0.619,positive (not_significant),0.084,0.144,0.732,increasing (not_significant)
South,Yeosu,SS_b_adj,2018.000,2024.000,0.356,0.229,increasing,not_significant,4.000,0.143,0.857,positive (not_significant),0.084,0.144,0.732,increasing (not_significant)
South,Yeosu,TN_b_adj,2018.000,2024.000,-6.697,0.013,decreasing,significant,4.000,0.608,0.392,positive (not_significant),0.084,0.144,0.732,increasing (not_significant)
South,Yeosu,TP_b_adj,2018.000,2024.000,0.899,0.017,increasing,significant,4.000,0.885,0.115,positive (not_significant),0.084,0.144,0.732,increasing (not_significant)
South,Yeosu,pH_b_adj,2018.000,2024.000,-0.011,0.057,decreasing,marginal,4.000,-0.701,0.299,negative (not_significant),0.084,0.144,0.732,increasing (not_significant)
South,Yeosu,salinity_b_adj,2018.000,2024.000,-0.013,0.672,decreasing,not_significant,4.000,-0.871,0.129,negative (not_significant),0.084,0.144,0.732,increasing (not_significant)
South,Yeosu,temp_b_adj,2018.000,2024.000,0.124,0.601,increasing,not_significant,4.000,0.761,0.239,positive (not_significant),0.084,0.144,0.732,increasing (not_significant)
